厊,آ,100001
吖,آ,101290
呀,آ,1
啊,آ,1
啞,آ,1
孲,آ,100001
枒,آ,100001
椏,آ,100003
錏,آ,100001
雅,آ,4
鴉,آ,100045
啊,آ,1
啞,آ,100049
嗄,آ,100001
掗,آ,100001
阿,آ,1
亞,آ,100313
啊,آ,108271
埡,آ,100001
婭,آ,100003
掗,آ,1
氬,آ,100001
襾,آ,100001
鈳,آ,100001
錏,آ,1
錒,آ,100001
阿,آ,872
呀,آ,100833
啊,آ,1
哎,آی,100070
唉,آی,100006
唲,آی,100001
噯,آی,1
埃,آی,19
娭,آی,100001
挨,آی,35
欸,آی,1
毐,آی,100001
矮,آی,1
嗄,آی,1
嗌,آی,100058
噫,آی,1
砨,آی,100001
賹,آی,100001
阨,آی,100001
隘,آی,100004
餲,آی,100002
厄,آک,100006
扼,آک,100007
握,آک,100020
軛,آک,100006
軶,آک,100001
阿,آک,1
恰,آم,1
菡,آم,1
殷,آن,1
俺,آن,1
姲,آن,100001
晏,آن,100034
洝,آن,100001
騴,آن,100001
鴳,آن,100001
鷃,آن,100001
甖,آنگ,100004
罃,آنگ,100001
罌,آنگ,100008
鴨,آپ,26
押,آپ,1
浥,آپ,100001
鴨,آپ,100103
堨,آت,100001
壓,آت,100170
恝,آت,100001
戛,آت,100001
押,آت,100038
揠,آت,100002
曷,آت,100001
歹,آت,1
歺,آت,100001
洝,آت,1
猒,آت,100001
猰,آت,100002
胺,آت,1
軋,آت,100001
遏,آت,100004
閼,آت,100001
頞,آت,100001
餲,آت,1
齃,آت,100001
㘭,آو,100001
凹,آو,1
咬,آو,1
坳,آو,1
抓,آو,1
柪,آو,100001
㘭,آو,1
拗,آو,8
詏,آو,100001
靿,آو,100001
鴢,آو,100001
㘭,آو,1
凹,آو,3
坳,آو,100006
岰,آو,100001
抝,آو,100002
拗,آو,100017
柪,آو,1
箹,آو,100001
袎,آو,100001
靿,آو,1
囈,اَی,5
繄,اَی,100001
鷖,اَی,100001
欸,اَی,1
矮,اَی,100046
哎,اَی,10
嫕,اَی,100001
屭,اَی,100001
曀,اَی,100003
殪,اَی,100001
瘞,اَی,100001
瘱,اَی,100001
縊,اَی,100006
翳,اَی,100009
蘙,اَی,100001
豷,اَی,100001
贀,اَی,100001
隘,اَی,1
偓,اَک,100001
厄,اَک,2
呃,اَک,1
啞,اَک,1
喔,اَک,100012
幄,اَک,1
扼,اَک,4
握,اَک,4
搤,اَک,100001
搹,اَک,100001
枙,اَک,100001
殕,اَک,100001
渥,اَک,100002
砨,اَک,1
腛,اَک,100001
蚅,اَک,100001
豟,اَک,100001
軶,اَک,1
阨,اَک,1
隘,اَک,1
餩,اَک,100001
齷,اَک,100004
匎,اَم,100001
厂,اَم,100001
垵,اَم,100001
媕,اَم,100001
庵,اَم,100006
痷,اَم,100001
盦,اَم,100001
腤,اَم,100001
菴,اَم,100003
萻,اَم,100001
諳,اَم,100004
闇,اَم,100001
陰,اَم,1
韽,اَم,100001
馣,اَم,100001
鵪,اَم,100005
龕,اَم,100002
唵,اَم,100001
啽,اَم,100001
垵,اَم,1
揜,اَم,1
揞,اَم,100008
晻,اَم,100001
諳,اَم,1
闇,اَم,1
黯,اَم,2
匼,اَم,100001
晻,اَم,1
暗,اَم,100126
腤,اَم,1
闇,اَم,1
黯,اَم,100003
甇,اَنگ,1
罃,اَنگ,1
罌,اَنگ,1
褮,اَنگ,100001
鞥,اَنگ,100001
鶯,اَنگ,100089
鷪,اَنگ,100001
哽,اَنگ,6
搕,اَپ,100002
洽,اَپ,1
罨,اَپ,100001
勾,اَو,4
區,اَو,1
嘔,اَو,1
慪,اَو,100001
櫙,اَو,100001
歐,اَو,100089
漚,اَو,100001
熰,اَو,100001
甌,اَو,100002
藲,اَو,100001
謳,اَو,100001
鉤,اَو,1
鏂,اَو,100001
鷗,اَو,100034
嘔,اَو,100052
敺,اَو,100001
歐,اَو,1
毆,اَو,100007
岰,اَو,1
慪,اَو,1
漚,اَو,11
叭,پا,100004
吧,پا,19
峇,پا,100002
巴,پا,100318
爸,پا,100015
疤,پا,100013
笆,پا,100004
粑,پا,100003
羓,پا,100001
芭,پا,100009
葩,پا,100003
蚆,پا,100001
豝,پا,100001
把,پا,100133
鈀,پا,100001
靶,پا,100019
伯,پا,1
埧,پا,100001
壩,پا,100009
弝,پا,100001
把,پا,5
灞,پا,100001
耙,پا,3
霸,پا,100054
靶,پا,1
吧,پا,100002
唄,پا,100001
猈,پا,100001
矲,پا,100001
罷,پا,100020
拜,پای,20
掰,پای,6
擘,پای,1
捭,پای,100002
掰,پای,1
擺,پای,100142
襬,پای,100002
唄,پای,1
庍,پای,100001
拜,پای,100254
湃,پای,100003
唄,پای,1
憊,پای,1
敗,پای,100084
稗,پای,100001
粺,پای,100001
迫,پاک,4
伯,پاک,100105
佰,پاک,100001
挀,پاک,100001
柏,پاک,2
檗,پاک,100002
櫱,پاک,100001
泊,پاک,1
濼,پاک,100001
百,پاک,100448
絔,پاک,100001
舶,پاک,1
薜,پاک,1
蘗,پاک,100001
袹,پاک,100001
僰,پاک,100001
匐,پاک,2
卜,پاک,1
孛,پاک,1
帛,پاک,100007
殕,پاک,1
白,پاک,100643
舶,پاک,1
菔,پاک,1
蔔,پاک,100034
踣,پاک,100002
扳,پان,2
攽,پان,100001
斑,پان,100116
斒,پان,100001
班,پان,100296
瘢,پان,100002
頒,پان,100011
鳻,پان,100001
坂,پان,100002
扳,پان,11
昄,پان,100001
板,پان,100276
版,پان,100287
舨,پان,100003
蝂,پان,100001
鈑,پان,100001
闆,پان,100046
阪,پان,100005
魬,پان,100001
扮,پان,1
扮,پان,100080
昄,پان,1
湴,پان,100004
爿,پان,100001
瓣,پان,6
辦,پان,100143
阪,پان,1
嘭,پانگ,5
唪,پانگ,100016
堋,پانگ,100001
塴,پانگ,100001
綳,پانگ,100001
繃,پانگ,1
蹦,پانگ,3
仈,پات,100001
八,پات,100555
扒,پات,2
捌,پات,100002
朳,پات,100001
柭,پات,100001
茇,پات,100001
魃,پات,100002
包,پاو,100393
孢,پاو,100006
枹,پاو,100001
炮,پاو,1
笣,پاو,100001
胞,پاو,100077
苞,پاو,100007
鮑,پاو,100009
怉,پاو,100001
飹,پاو,100001
飽,پاو,100085
炮,پاو,1
爆,پاو,100165
趵,پاو,1
鞄,پاو,100001
鮑,پاو,2
齙,پاو,100002
狴,پَی,1
篦,پَی,100001
蓖,پَی,1
豍,پَی,100001
跛,پَی,100020
鎞,پَی,100001
埤,پَی,100001
嬖,پَی,100001
泌,پَی,1
濞,پَی,100002
祕,پَی,1
秘,پَی,1
蔽,پَی,100015
閉,پَی,100098
坒,پَی,100001
幣,پَی,100047
弊,پَی,100057
敝,پَی,100010
斃,پَی,100012
梐,پَی,100001
狴,پَی,100001
獘,پَی,100001
獙,پَی,100001
稗,پَی,1
粺,پَی,1
薜,پَی,100001
蜌,پَی,100001
陛,پَی,100002
鷩,پَی,100001
北,پَک,100198
乓,پَم,100007
泵,پَم,100014
份,پَن,1
儐,پَن,100003
奔,پَن,100033
彬,پَن,100009
攽,پَن,1
斌,پَن,100001
栟,پَن,100001
椕,پَن,100001
檳,پَن,100009
汃,پَن,100001
泍,پَن,100001
渀,پَن,100001
濱,پَن,100025
瀕,پَن,100001
犇,پَن,100001
玢,پَن,100001
璸,پَن,100001
礗,پَن,100001
繽,پَن,100004
虨,پَن,100001
蟦,پَن,100001
蠙,پَن,100001
豩,پَن,100001
豳,پَن,100001
賁,پَن,1
賓,پَن,100072
邠,پَن,100001
錛,پَن,100001
鐼,پَن,100001
鑌,پَن,100001
霦,پَن,100001
驞,پَن,100001
品,پَن,100278
禀,پَن,100001
稟,پَن,100012
儐,پَن,1
奔,پَن,1
嬪,پَن,100003
擯,پَن,100004
殯,پَن,100014
渀,پَن,1
臏,پَن,100003
賁,پَن,1
賓,پَن,1
髕,پَن,100001
鬢,پَن,100008
体,پَن,100001
坋,پَن,100001
坌,پَن,100002
夯,پَن,1
泍,پَن,1
炃,پَن,100001
笨,پَن,100045
傰,پَنگ,100001
嘣,پَنگ,100004
堋,پَنگ,1
塴,پَنگ,1
崩,پَنگ,100065
弸,پَنگ,100001
痭,پَنگ,100001
祊,پَنگ,100001
絣,پَنگ,100001
綳,پَنگ,1
繃,پَنگ,100014
蹦,پَنگ,100008
甭,پَنگ,1
凭,پَنگ,100005
憑,پَنگ,4
不,پَت,102344
吥,پَت,100002
嗶,پَت,100006
彃,پَت,100001
泌,پَت,1
滭,پَت,100001
潷,پَت,100003
熚,پَت,100001
珌,پَت,100001
甭,پَت,1
畢,پَت,100062
筆,پَت,100208
篳,پَت,100001
縪,پَت,100001
罼,پَت,100001
蓽,پَت,100006
袐,پَت,100001
觱,پَت,100001
蹕,پَت,100001
鈈,پَت,100001
鏎,پَت,100001
驆,پَت,100001
鷝,پَت,100001
𢳂,پَت,100007
佛,پَت,1
僰,پَت,1
妼,پَت,100001
弼,پَت,100002
拂,پَت,100001
拔,پَت,100061
柭,پَت,1
泌,پَت,1
犮,پَت,100001
