ｐａ１,pa
ｐａ２,pá
ｐａ３,pà
ｐａ４,pa
ｐａ５,pâ
ｐａ６,pǎ
ｐａ７,pā
ｐａ８,pa̍
ｐａｈ１,pah
ｐａｈ２,páh
ｐａｈ３,pàh
ｐａｈ４,pah
ｐａｈ５,pâh
ｐａｈ６,pǎh
ｐａｈ７,pāh
ｐａｈ８,pa̍h
ｐａｎｎ１,pann
ｐａｎｎ２,pánn
ｐａｎｎ３,pànn
ｐａｎｎ４,pann
ｐａｎｎ５,pânn
ｐａｎｎ６,pǎnn
ｐａｎｎ７,pānn
ｐａｎｎ８,pa̍nn
ｐａｎｎｈ１,pannh
ｐａｎｎｈ２,pánnh
ｐａｎｎｈ３,pànnh
ｐａｎｎｈ４,pannh
ｐａｎｎｈ５,pânnh
ｐａｎｎｈ６,pǎnnh
ｐａｎｎｈ７,pānnh
ｐａｎｎｈ８,pa̍nnh
ｐａｍ１,pam
ｐａｍ２,pám
ｐａｍ３,pàm
ｐａｍ４,pam
ｐａｍ５,pâm
ｐａｍ６,pǎm
ｐａｍ７,pām
ｐａｍ８,pa̍m
ｐａｐ１,pap
ｐａｐ２,páp
ｐａｐ３,pàp
ｐａｐ４,pap
ｐａｐ５,pâp
ｐａｐ６,pǎp
ｐａｐ７,pāp
ｐａｐ８,pa̍p
ｐａｎ１,pan
ｐａｎ２,pán
ｐａｎ３,pàn
ｐａｎ４,pan
ｐａｎ５,pân
ｐａｎ６,pǎn
ｐａｎ７,pān
ｐａｎ８,pa̍n
ｐａｔ１,pat
ｐａｔ２,pát
ｐａｔ３,pàt
ｐａｔ４,pat
ｐａｔ５,pât
ｐａｔ６,pǎt
ｐａｔ７,pāt
ｐａｔ８,pa̍t
ｐａｎｇ１,pang
ｐａｎｇ２,páng
ｐａｎｇ３,pàng
ｐａｎｇ４,pang
ｐａｎｇ５,pâng
ｐａｎｇ６,pǎng
ｐａｎｇ７,pāng
ｐａｎｇ８,pa̍ng
ｐａｋ１,pak
ｐａｋ２,pák
ｐａｋ３,pàk
ｐａｋ４,pak
ｐａｋ５,pâk
ｐａｋ６,pǎk
ｐａｋ７,pāk
ｐａｋ８,pa̍k
ｐａｉ１,pai
ｐａｉ２,pái
ｐａｉ３,pài
ｐａｉ４,pai
ｐａｉ５,pâi
ｐａｉ６,pǎi
ｐａｉ７,pāi
ｐａｉ８,pa̍i
ｐａｉｈ１,paih
ｐａｉｈ２,páih
ｐａｉｈ３,pàih
ｐａｉｈ４,paih
ｐａｉｈ５,pâih
ｐａｉｈ６,pǎih
ｐａｉｈ７,pāih
ｐａｉｈ８,pa̍ih
ｐａｉｎｎ１,painn
ｐａｉｎｎ２,páinn
ｐａｉｎｎ３,pàinn
ｐａｉｎｎ４,painn
ｐａｉｎｎ５,pâinn
ｐａｉｎｎ６,pǎinn
ｐａｉｎｎ７,pāinn
ｐａｉｎｎ８,pa̍inn
ｐａｉｎｎｈ１,painnh
ｐａｉｎｎｈ２,páinnh
ｐａｉｎｎｈ３,pàinnh
ｐａｉｎｎｈ４,painnh
ｐａｉｎｎｈ５,pâinnh
ｐａｉｎｎｈ６,pǎinnh
ｐａｉｎｎｈ７,pāinnh
ｐａｉｎｎｈ８,pa̍innh
ｐａｕ１,pau
ｐａｕ２,páu
ｐａｕ３,pàu
ｐａｕ４,pau
ｐａｕ５,pâu
ｐａｕ６,pǎu
ｐａｕ７,pāu
ｐａｕ８,pa̍u
ｐａｕｈ１,pauh
ｐａｕｈ２,páuh
ｐａｕｈ３,pàuh
ｐａｕｈ４,pauh
ｐａｕｈ５,pâuh
ｐａｕｈ６,pǎuh
ｐａｕｈ７,pāuh
ｐａｕｈ８,pa̍uh
ｐａｕｎｎ１,paunn
ｐａｕｎｎ２,páunn
ｐａｕｎｎ３,pàunn
ｐａｕｎｎ４,paunn
ｐａｕｎｎ５,pâunn
ｐａｕｎｎ６,pǎunn
ｐａｕｎｎ７,pāunn
ｐａｕｎｎ８,pa̍unn
ｐａｕｎｎｈ１,paunnh
ｐａｕｎｎｈ２,páunnh
ｐａｕｎｎｈ３,pàunnh
ｐａｕｎｎｈ４,paunnh
ｐａｕｎｎｈ５,pâunnh
ｐａｕｎｎｈ６,pǎunnh
ｐａｕｎｎｈ７,pāunnh
ｐａｕｎｎｈ８,pa̍unnh
ｐｅ１,pe
ｐｅ２,pé
ｐｅ３,pè
ｐｅ４,pe
ｐｅ５,pê
ｐｅ６,pě
ｐｅ７,pē
ｐｅ８,pe̍
ｐｅｈ１,peh
ｐｅｈ２,péh
ｐｅｈ３,pèh
ｐｅｈ４,peh
ｐｅｈ５,pêh
ｐｅｈ６,pěh
ｐｅｈ７,pēh
ｐｅｈ８,pe̍h
ｐｅｎｎ１,penn
ｐｅｎｎ２,pénn
ｐｅｎｎ３,pènn
ｐｅｎｎ４,penn
ｐｅｎｎ５,pênn
ｐｅｎｎ６,pěnn
ｐｅｎｎ７,pēnn
ｐｅｎｎ８,pe̍nn
ｐｅｎｎｈ１,pennh
ｐｅｎｎｈ２,pénnh
ｐｅｎｎｈ３,pènnh
ｐｅｎｎｈ４,pennh
ｐｅｎｎｈ５,pênnh
ｐｅｎｎｈ６,pěnnh
ｐｅｎｎｈ７,pēnnh
ｐｅｎｎｈ８,pe̍nnh
ｐｉ１,pi
ｐｉ２,pí
ｐｉ３,pì
ｐｉ４,pi
ｐｉ５,pî
ｐｉ６,pǐ
ｐｉ７,pī
ｐｉ８,pi̍
ｐｉｈ１,pih
ｐｉｈ２,píh
ｐｉｈ３,pìh
ｐｉｈ４,pih
ｐｉｈ５,pîh
ｐｉｈ６,pǐh
ｐｉｈ７,pīh
ｐｉｈ８,pi̍h
ｐｉｎｎ１,pinn
ｐｉｎｎ２,pínn
ｐｉｎｎ３,pìnn
ｐｉｎｎ４,pinn
ｐｉｎｎ５,pînn
ｐｉｎｎ６,pǐnn
ｐｉｎｎ７,pīnn
ｐｉｎｎ８,pi̍nn
ｐｉｍ１,pim
ｐｉｍ２,pím
ｐｉｍ３,pìm
ｐｉｍ４,pim
ｐｉｍ５,pîm
ｐｉｍ６,pǐm
ｐｉｍ７,pīm
ｐｉｍ８,pi̍m
ｐｉｐ１,pip
ｐｉｐ２,píp
ｐｉｐ３,pìp
ｐｉｐ４,pip
ｐｉｐ５,pîp
ｐｉｐ６,pǐp
ｐｉｐ７,pīp
ｐｉｐ８,pi̍p
ｐｉｎ１,pin
ｐｉｎ２,pín
ｐｉｎ３,pìn
ｐｉｎ４,pin
ｐｉｎ５,pîn
ｐｉｎ６,pǐn
ｐｉｎ７,pīn
ｐｉｎ８,pi̍n
ｐｉｔ１,pit
ｐｉｔ２,pít
ｐｉｔ３,pìt
ｐｉｔ４,pit
ｐｉｔ５,pît
ｐｉｔ６,pǐt
ｐｉｔ７,pīt
ｐｉｔ８,pi̍t
ｐｉｎｇ１,ping
ｐｉｎｇ２,píng
ｐｉｎｇ３,pìng
ｐｉｎｇ４,ping
ｐｉｎｇ５,pîng
ｐｉｎｇ６,pǐng
ｐｉｎｇ７,pīng
ｐｉｎｇ８,pi̍ng
ｐｉｋ１,pik
ｐｉｋ２,pík
ｐｉｋ３,pìk
ｐｉｋ４,pik
ｐｉｋ５,pîk
ｐｉｋ６,pǐk
ｐｉｋ７,pīk
ｐｉｋ８,pi̍k
ｐｉａ１,pia
ｐｉａ２,piá
ｐｉａ３,pià
ｐｉａ４,pia
ｐｉａ５,piâ
ｐｉａ６,piǎ
ｐｉａ７,piā
ｐｉａ８,pia̍
ｐｉａｈ１,piah
ｐｉａｈ２,piáh
ｐｉａｈ３,piàh
ｐｉａｈ４,piah
ｐｉａｈ５,piâh
ｐｉａｈ６,piǎh
ｐｉａｈ７,piāh
ｐｉａｈ８,pia̍h
ｐｉａｎｎ１,piann
ｐｉａｎｎ２,piánn
ｐｉａｎｎ３,piànn
ｐｉａｎｎ４,piann
ｐｉａｎｎ５,piânn
ｐｉａｎｎ６,piǎnn
ｐｉａｎｎ７,piānn
ｐｉａｎｎ８,pia̍nn
ｐｉａｎｎｈ１,piannh
ｐｉａｎｎｈ２,piánnh
ｐｉａｎｎｈ３,piànnh
ｐｉａｎｎｈ４,piannh
ｐｉａｎｎｈ５,piânnh
ｐｉａｎｎｈ６,piǎnnh
ｐｉａｎｎｈ７,piānnh
ｐｉａｎｎｈ８,pia̍nnh
ｐｉａｍ１,piam
ｐｉａｍ２,piám
ｐｉａｍ３,piàm
ｐｉａｍ４,piam
ｐｉａｍ５,piâm
ｐｉａｍ６,piǎm
ｐｉａｍ７,piām
ｐｉａｍ８,pia̍m
ｐｉａｐ１,piap
ｐｉａｐ２,piáp
ｐｉａｐ３,piàp
ｐｉａｐ４,piap
ｐｉａｐ５,piâp
ｐｉａｐ６,piǎp
ｐｉａｐ７,piāp
ｐｉａｐ８,pia̍p
ｐｉａｎ１,pian
ｐｉａｎ２,pián
ｐｉａｎ３,piàn
ｐｉａｎ４,pian
ｐｉａｎ５,piân
ｐｉａｎ６,piǎn
ｐｉａｎ７,piān
ｐｉａｎ８,pia̍n
ｐｉａｔ１,piat
ｐｉａｔ２,piát
ｐｉａｔ３,piàt
ｐｉａｔ４,piat
ｐｉａｔ５,piât
ｐｉａｔ６,piǎt
ｐｉａｔ７,piāt
ｐｉａｔ８,pia̍t
ｐｉａｎｇ１,piang
ｐｉａｎｇ２,piáng
ｐｉａｎｇ３,piàng
ｐｉａｎｇ４,piang
ｐｉａｎｇ５,piâng
ｐｉａｎｇ６,piǎng
ｐｉａｎｇ７,piāng
ｐｉａｎｇ８,pia̍ng
ｐｉａｋ１,piak
ｐｉａｋ２,piák
ｐｉａｋ３,piàk
ｐｉａｋ４,piak
ｐｉａｋ５,piâk
ｐｉａｋ６,piǎk
ｐｉａｋ７,piāk
ｐｉａｋ８,pia̍k
ｐｉａｕ１,piau
ｐｉａｕ２,piáu
ｐｉａｕ３,piàu
ｐｉａｕ４,piau
ｐｉａｕ５,piâu
ｐｉａｕ６,piǎu
ｐｉａｕ７,piāu
ｐｉａｕ８,pia̍u
ｐｉａｕｈ１,piauh
ｐｉａｕｈ２,piáuh
ｐｉａｕｈ３,piàuh
ｐｉａｕｈ４,piauh
ｐｉａｕｈ５,piâuh
ｐｉａｕｈ６,piǎuh
ｐｉａｕｈ７,piāuh
ｐｉａｕｈ８,pia̍uh
ｐｉａｕｎｎ１,piaunn
ｐｉａｕｎｎ２,piáunn
ｐｉａｕｎｎ３,piàunn
ｐｉａｕｎｎ４,piaunn
ｐｉａｕｎｎ５,piâunn
ｐｉａｕｎｎ６,piǎunn
ｐｉａｕｎｎ７,piāunn
ｐｉａｕｎｎ８,pia̍unn
ｐｉｏ１,pio
ｐｉｏ２,pió
ｐｉｏ３,piò
ｐｉｏ４,pio
ｐｉｏ５,piô
ｐｉｏ６,piǒ
ｐｉｏ７,piō
ｐｉｏ８,pio̍
ｐｉｏｈ１,pioh
ｐｉｏｈ２,pióh
ｐｉｏｈ３,piòh
ｐｉｏｈ４,pioh
ｐｉｏｈ５,piôh
ｐｉｏｈ６,piǒh
ｐｉｏｈ７,piōh
ｐｉｏｈ８,pio̍h
ｐｉｏｎｇ１,piong
ｐｉｏｎｇ２,pióng
ｐｉｏｎｇ３,piòng
ｐｉｏｎｇ４,piong
ｐｉｏｎｇ５,piông
ｐｉｏｎｇ６,piǒng
ｐｉｏｎｇ７,piōng
ｐｉｏｎｇ８,pio̍ng
ｐｉｏｋ１,piok
ｐｉｏｋ２,piók
ｐｉｏｋ３,piòk
ｐｉｏｋ４,piok
ｐｉｏｋ５,piôk
ｐｉｏｋ６,piǒk
ｐｉｏｋ７,piōk
ｐｉｏｋ８,pio̍k
ｐｉｕ１,piu
ｐｉｕ２,piú
ｐｉｕ３,più
ｐｉｕ４,piu
ｐｉｕ５,piû
ｐｉｕ６,piǔ
ｐｉｕ７,piū
ｐｉｕ８,piu̍
ｐｉｕｈ１,piuh
ｐｉｕｈ２,piúh
ｐｉｕｈ３,piùh
ｐｉｕｈ４,piuh
ｐｉｕｈ５,piûh
ｐｉｕｈ６,piǔh
ｐｉｕｈ７,piūh
ｐｉｕｈ８,piu̍h
ｐｉｕｎｎ１,piunn
ｐｉｕｎｎ２,piúnn
ｐｉｕｎｎ３,piùnn
ｐｉｕｎｎ４,piunn
ｐｉｕｎｎ５,piûnn
ｐｉｕｎｎ６,piǔnn
ｐｉｕｎｎ７,piūnn
ｐｉｕｎｎ８,piu̍nn
ｐｍ１,pm
ｐｍ２,pḿ
ｐｍ３,pm̀
ｐｍ４,pm
ｐｍ５,pm̂
ｐｍ６,pm̌
ｐｍ７,pm̄
ｐｍ８,pm̍
ｐｍｈ１,pmh
ｐｍｈ２,pḿh
ｐｍｈ３,pm̀h
ｐｍｈ４,pmh
ｐｍｈ５,pm̂h
ｐｍｈ６,pm̌h
ｐｍｈ７,pm̄h
ｐｍｈ８,pm̍h
ｐｎｇ１,png
ｐｎｇ２,pńg
ｐｎｇ３,pǹg
ｐｎｇ４,png
ｐｎｇ５,pn̂g
ｐｎｇ６,pňg
ｐｎｇ７,pn̄g
ｐｎｇ８,pn̍g
ｐｎｇｈ１,pngh
ｐｎｇｈ２,pńgh
ｐｎｇｈ３,pǹgh
ｐｎｇｈ４,pngh
ｐｎｇｈ５,pn̂gh
ｐｎｇｈ６,pňgh
ｐｎｇｈ７,pn̄gh
ｐｎｇｈ８,pn̍gh
ｐｏ１,po
ｐｏ２,pó
ｐｏ３,pò
ｐｏ４,po
ｐｏ５,pô
ｐｏ６,pǒ
ｐｏ７,pō
ｐｏ８,po̍
ｐｏｈ１,poh
ｐｏｈ２,póh
ｐｏｈ３,pòh
ｐｏｈ４,poh
ｐｏｈ５,pôh
ｐｏｈ６,pǒh
ｐｏｈ７,pōh
ｐｏｈ８,po̍h
ｐｏｎｎ１,ponn
ｐｏｎｎ２,pónn
ｐｏｎｎ３,pònn
ｐｏｎｎ４,ponn
ｐｏｎｎ５,pônn
ｐｏｎｎ６,pǒnn
ｐｏｎｎ７,pōnn
ｐｏｎｎ８,po̍nn
ｐｏｎｎｈ１,ponnh
ｐｏｎｎｈ２,pónnh
ｐｏｎｎｈ３,pònnh
